1.000000	51.1	 971	  50	 945	 947
2.000000	 100	1.89e+03	47.9	 897	 898
3.000000	 147	2.76e+03	45.9	 852	 853
4.000000	 192	3.59e+03	44.2	 810	 811
5.000000	 235	4.38e+03	42.5	 772	 773
6.000000	 277	5.14e+03	41.1	 736	 737
7.000000	 317	5.86e+03	39.7	 702	 703
8.000000	 356	6.54e+03	38.4	 671	 672
9.000000	 394	7.2e+03	37.3	 641	 642
10.000000	 431	7.82e+03	36.2	 613	 614
11.000000	 467	8.42e+03	35.2	 587	 588
12.000000	 501	9e+03	34.2	 562	 563
13.000000	 535	9.55e+03	33.4	 538	 539
14.000000	 568	1.01e+04	32.5	 516	 517
15.000000	 600	1.06e+04	31.8	 494	 495
16.000000	 632	1.11e+04	31.1	 473	 474
17.000000	 662	1.15e+04	30.4	 454	 455
18.000000	 692	1.2e+04	29.8	 435	 436
19.000000	 722	1.24e+04	29.2	 417	 418
20.000000	 751	1.28e+04	28.6	 399	 400
21.000000	 779	1.32e+04	28.1	 382	 383
22.000000	 807	1.36e+04	27.6	 366	 367
23.000000	 834	1.39e+04	27.1	 350	 352
24.000000	 861	1.43e+04	26.7	 335	 336
25.000000	 888	1.46e+04	26.3	 321	 322
26.000000	 914	1.49e+04	25.9	 306	 307
27.000000	 940	1.52e+04	25.5	 292	 293
28.000000	 965	1.55e+04	25.2	 279	 280
29.000000	 990	1.58e+04	24.9	 265	 267
30.000000	1.01e+03	1.6e+04	24.6	 253	 254
31.000000	1.04e+03	1.63e+04	24.3	 240	 241
32.000000	1.06e+03	1.65e+04	  24	 228	 229
33.000000	1.09e+03	1.67e+04	23.8	 216	 217
34.000000	1.11e+03	1.69e+04	23.5	 204	 205
35.000000	1.13e+03	1.71e+04	23.3	 192	 194
36.000000	1.16e+03	1.73e+04	23.1	 181	 182
37.000000	1.18e+03	1.75e+04	22.9	 170	 171
38.000000	1.2e+03	1.77e+04	22.7	 158	 160
39.000000	1.23e+03	1.78e+04	22.6	 148	 149
40.000000	1.25e+03	1.8e+04	22.4	 137	 139
41.000000	1.27e+03	1.81e+04	22.3	 126	 128
42.000000	1.29e+03	1.82e+04	22.1	 116	 118
43.000000	1.32e+03	1.83e+04	  22	 105	 108
44.000000	1.34e+03	1.84e+04	21.9	95.1	97.6
45.000000	1.36e+03	1.85e+04	21.8	84.9	87.7
46.000000	1.38e+03	1.86e+04	21.7	74.8	77.9
47.000000	1.4e+03	1.87e+04	21.6	64.8	68.3
48.000000	1.42e+03	1.87e+04	21.6	54.8	58.9
49.000000	1.45e+03	1.88e+04	21.5	44.9	49.8
50.000000	1.47e+03	1.88e+04	21.5	  35	41.1
51.000000	1.49e+03	1.88e+04	21.4	25.1	  33
52.000000	1.51e+03	1.89e+04	21.4	15.3	26.3
53.000000	1.53e+03	1.89e+04	21.4	 5.5	22.1
54.000000	1.55e+03	1.89e+04	21.3	-4.3	21.8
55.000000	1.57e+03	1.89e+04	21.3	-14.1	25.6
56.000000	1.6e+03	1.88e+04	21.3	-23.9	  32
57.000000	1.62e+03	1.88e+04	21.3	-33.6	39.8
58.000000	1.64e+03	1.88e+04	21.2	-43.3	48.3
59.000000	1.66e+03	1.87e+04	21.2	 -53	57.1
60.000000	1.68e+03	1.87e+04	21.1	-62.7	66.1
61.000000	1.7e+03	1.86e+04	21.1	-72.2	75.2
62.000000	1.72e+03	1.85e+04	  21	-81.7	84.4
63.000000	1.74e+03	1.84e+04	20.9	-91.2	93.6
64.000000	1.76e+03	1.83e+04	20.8	-101	 103
65.000000	1.79e+03	1.82e+04	20.7	-110	 112
66.000000	1.81e+03	1.81e+04	20.6	-119	 121
67.000000	1.83e+03	1.8e+04	20.5	-128	 130
68.000000	1.85e+03	1.79e+04	20.4	-137	 139
69.000000	1.87e+03	1.77e+04	20.3	-146	 147
70.000000	1.89e+03	1.76e+04	20.1	-155	 156
71.000000	1.91e+03	1.74e+04	  20	-163	 165
72.000000	1.93e+03	1.72e+04	19.8	-172	 173
73.000000	1.95e+03	1.71e+04	19.7	-180	 181
74.000000	1.97e+03	1.69e+04	19.5	-188	 189
75.000000	1.99e+03	1.67e+04	19.3	-197	 197
76.000000	2.01e+03	1.65e+04	19.2	-204	 205
77.000000	2.02e+03	1.63e+04	  19	-212	 213
78.000000	2.04e+03	1.61e+04	18.8	-220	 221
79.000000	2.06e+03	1.58e+04	18.6	-227	 228
80.000000	2.08e+03	1.56e+04	18.4	-235	 235
81.000000	2.1e+03	1.54e+04	18.2	-242	 243
82.000000	2.12e+03	1.51e+04	  18	-249	 250
83.000000	2.13e+03	1.49e+04	17.8	-256	 256
84.000000	2.15e+03	1.46e+04	17.6	-263	 263
85.000000	2.17e+03	1.44e+04	17.4	-269	 270
86.000000	2.19e+03	1.41e+04	17.2	-275	 276
87.000000	2.2e+03	1.38e+04	  17	-282	 282
88.000000	2.22e+03	1.35e+04	16.8	-288	 288
89.000000	2.24e+03	1.32e+04	16.5	-294	 294
90.000000	2.25e+03	1.29e+04	16.3	-299	 300
91.000000	2.27e+03	1.26e+04	16.1	-305	 305
92.000000	2.29e+03	1.23e+04	15.9	-310	 311
93.000000	2.3e+03	1.2e+04	15.6	-316	 316
94.000000	2.32e+03	1.17e+04	15.4	-321	 321
95.000000	2.33e+03	1.14e+04	15.2	-326	 326
96.000000	2.35e+03	1.1e+04	  15	-331	 331
97.000000	2.36e+03	1.07e+04	14.7	-335	 336
98.000000	2.38e+03	1.04e+04	14.5	-340	 340
99.000000	2.39e+03	1e+04	14.3	-344	 345
100.000000	2.41e+03	9.67e+03	14.1	-349	 349
101.000000	2.42e+03	9.32e+03	13.8	-353	 353
102.000000	2.43e+03	8.97e+03	13.6	-357	 357
103.000000	2.45e+03	8.61e+03	13.4	-361	 361
